Date,States,Homocides
2/1/2021,Colorado,28
2/1/2021,Connecticut,3
2/1/2021,District of Columbia,0
2/1/2021,Delaware,7
2/1/2021,Florida,29
2/1/2021,Georgia,63
2/1/2021,Hawaii,2
2/1/2021,Iowa,9
2/1/2021,Idaho,5
2/1/2021,Illinois,12
2/1/2021,Indiana,31
2/1/2021,Kansas,12
2/1/2021,Kentucky,18
2/1/2021,Louisiana,38
2/1/2021,Massachusetts,12
2/1/2021,Maryland,13
2/1/2021,Maine,2
2/1/2021,Michigan,51
2/1/2021,Minnesota,15
2/1/2021,Missouri,56
2/1/2021,Mississippi,20
2/1/2021,Montana,2
2/1/2021,Nebraska,3
2/1/2021,North Carolina,55
2/1/2021,North Dakota,0
2/1/2021,New Hampshire,1
2/1/2021,New Jersey,15
2/1/2021,New Mexico,16
2/1/2021,Nevada,17
2/1/2021,New York,12
2/1/2021,Ohio,62
2/1/2021,Oklahoma,29
2/1/2021,Oregon,23
2/1/2021,Pennsylvania,40
2/1/2021,Rhode Island,2
2/1/2021,South Carolina,31
2/1/2021,South Dakota,2
2/1/2021,Tennessee,63
2/1/2021,Texas,165
2/1/2021,Utah,1
2/1/2021,Virginia,38
2/1/2021,Vermont,0
2/1/2021,Washington,15
2/1/2021,Wisconsin,16
2/1/2021,West Virginia,6
2/1/2021,Wyoming,1
3/1/2021,Alaska,1
3/1/2021,Alabama,30
3/1/2021,Arkansas,24
3/1/2021,Arizona,17
3/1/2021,California,25
3/1/2021,Colorado,29
3/1/2021,Connecticut,12
3/1/2021,District of Columbia,0
3/1/2021,Delaware,3
3/1/2021,Florida,19
3/1/2021,Georgia,62
3/1/2021,Hawaii,5
3/1/2021,Iowa,6
3/1/2021,Idaho,1
3/1/2021,Illinois,10
3/1/2021,Indiana,33
3/1/2021,Kansas,10
3/1/2021,Kentucky,31
3/1/2021,Louisiana,34
3/1/2021,Massachusetts,9
3/1/2021,Maryland,22
3/1/2021,Maine,1
3/1/2021,Michigan,50
3/1/2021,Minnesota,11
3/1/2021,Missouri,54
3/1/2021,Mississippi,11
3/1/2021,Montana,2
3/1/2021,Nebraska,2
3/1/2021,North Carolina,61
3/1/2021,North Dakota,1
3/1/2021,New Hampshire,0
3/1/2021,New Jersey,12
3/1/2021,New Mexico,18
3/1/2021,Nevada,22
3/1/2021,New York,21
3/1/2021,Ohio,65
3/1/2021,Oklahoma,23
3/1/2021,Oregon,26
3/1/2021,Pennsylvania,46
3/1/2021,Rhode Island,1
3/1/2021,South Carolina,37
3/1/2021,South Dakota,1
3/1/2021,Tennessee,41
3/1/2021,Texas,146
3/1/2021,Utah,6
3/1/2021,Virginia,35
3/1/2021,Vermont,0
3/1/2021,Washington,22
3/1/2021,Wisconsin,22
3/1/2021,West Virginia,9
3/1/2021,Wyoming,2
4/1/2021,Alaska,3
4/1/2021,Alabama,32
4/1/2021,Arkansas,30
4/1/2021,Arizona,19
4/1/2021,California,34
4/1/2021,Colorado,20
4/1/2021,Connecticut,10
4/1/2021,District of Columbia,0
4/1/2021,Delaware,13
4/1/2021,Florida,24
4/1/2021,Georgia,59
4/1/2021,Hawaii,1
4/1/2021,Iowa,8
4/1/2021,Idaho,5
4/1/2021,Illinois,13
4/1/2021,Indiana,35
4/1/2021,Kansas,11
4/1/2021,Kentucky,23
4/1/2021,Louisiana,26
4/1/2021,Massachusetts,5
4/1/2021,Maryland,16
4/1/2021,Maine,0
4/1/2021,Michigan,74
4/1/2021,Minnesota,14
4/1/2021,Missouri,53
4/1/2021,Mississippi,9
4/1/2021,Montana,3
4/1/2021,Nebraska,0
4/1/2021,North Carolina,92
4/1/2021,North Dakota,0
4/1/2021,New Hampshire,1
4/1/2021,New Jersey,24
4/1/2021,New Mexico,29
4/1/2021,Nevada,13
4/1/2021,New York,22
4/1/2021,Ohio,67
4/1/2021,Oklahoma,25
4/1/2021,Oregon,11
4/1/2021,Pennsylvania,60
4/1/2021,Rhode Island,5
4/1/2021,South Carolina,40
4/1/2021,South Dakota,2
4/1/2021,Tennessee,52
4/1/2021,Texas,169
4/1/2021,Utah,5
4/1/2021,Virginia,45
4/1/2021,Vermont,1
4/1/2021,Washington,24
4/1/2021,Wisconsin,33
4/1/2021,West Virginia,6
4/1/2021,Wyoming,2
5/1/2021,Alaska,5
5/1/2021,Alabama,34
5/1/2021,Arkansas,36
5/1/2021,Arizona,21
5/1/2021,California,28
5/1/2021,Colorado,30
5/1/2021,Connecticut,26
5/1/2021,District of Columbia,0
5/1/2021,Delaware,7
5/1/2021,Florida,26
5/1/2021,Georgia,77
5/1/2021,Hawaii,2
5/1/2021,Iowa,5
5/1/2021,Idaho,3
5/1/2021,Illinois,17
5/1/2021,Indiana,36
5/1/2021,Kansas,18
5/1/2021,Kentucky,39
5/1/2021,Louisiana,45
5/1/2021,Massachusetts,16
5/1/2021,Maryland,20
5/1/2021,Maine,1
5/1/2021,Michigan,63
5/1/2021,Minnesota,18
5/1/2021,Missouri,55
5/1/2021,Mississippi,11
5/1/2021,Montana,2
5/1/2021,Nebraska,4
5/1/2021,North Carolina,72
5/1/2021,North Dakota,1
5/1/2021,New Hampshire,1
5/1/2021,New Jersey,36
5/1/2021,New Mexico,18
5/1/2021,Nevada,24
5/1/2021,New York,28
5/1/2021,Ohio,84
5/1/2021,Oklahoma,20
5/1/2021,Oregon,19
5/1/2021,Pennsylvania,60
5/1/2021,Rhode Island,6
5/1/2021,South Carolina,68
5/1/2021,South Dakota,1
5/1/2021,Tennessee,65
5/1/2021,Texas,196
5/1/2021,Utah,11
5/1/2021,Virginia,45
5/1/2021,Vermont,1
5/1/2021,Washington,25
5/1/2021,Wisconsin,33
5/1/2021,West Virginia,14
5/1/2021,Wyoming,1
6/1/2021,Alaska,1
6/1/2021,Alabama,27
6/1/2021,Arkansas,28
6/1/2021,Arizona,20
6/1/2021,California,35
6/1/2021,Colorado,30
6/1/2021,Connecticut,20
6/1/2021,District of Columbia,0
6/1/2021,Delaware,9
6/1/2021,Florida,17
6/1/2021,Georgia,63
6/1/2021,Hawaii,4
6/1/2021,Iowa,7
6/1/2021,Idaho,0
6/1/2021,Illinois,15
6/1/2021,Indiana,38
6/1/2021,Kansas,7
6/1/2021,Kentucky,40
6/1/2021,Louisiana,53
6/1/2021,Massachusetts,9
6/1/2021,Maryland,19
6/1/2021,Maine,7
6/1/2021,Michigan,68
6/1/2021,Minnesota,25
6/1/2021,Missouri,51
6/1/2021,Mississippi,12
6/1/2021,Montana,4
6/1/2021,Nebraska,2
6/1/2021,North Carolina,118
6/1/2021,North Dakota,3
6/1/2021,New Hampshire,1
6/1/2021,New Jersey,24
6/1/2021,New Mexico,16
6/1/2021,Nevada,17
6/1/2021,New York,29
6/1/2021,Ohio,79
6/1/2021,Oklahoma,18
6/1/2021,Oregon,15
6/1/2021,Pennsylvania,70
6/1/2021,Rhode Island,5
6/1/2021,South Carolina,54
6/1/2021,South Dakota,1
6/1/2021,Tennessee,66
6/1/2021,Texas,182
6/1/2021,Utah,13
6/1/2021,Virginia,49
6/1/2021,Vermont,0
6/1/2021,Washington,28
6/1/2021,Wisconsin,21
6/1/2021,West Virginia,9
6/1/2021,Wyoming,0
7/1/2021,Alaska,0
7/1/2021,Alabama,46
7/1/2021,Arkansas,34
7/1/2021,Arizona,15
7/1/2021,California,51
7/1/2021,Colorado,21
7/1/2021,Connecticut,15
7/1/2021,District of Columbia,0
7/1/2021,Delaware,9
7/1/2021,Florida,29
7/1/2021,Georgia,75
7/1/2021,Hawaii,3
7/1/2021,Iowa,6
7/1/2021,Idaho,3
7/1/2021,Illinois,94
7/1/2021,Indiana,51
7/1/2021,Kansas,10
7/1/2021,Kentucky,31
7/1/2021,Louisiana,56
7/1/2021,Massachusetts,8
7/1/2021,Maryland,50
7/1/2021,Maine,0
7/1/2021,Michigan,78
7/1/2021,Minnesota,17
7/1/2021,Missouri,51
7/1/2021,Mississippi,20
7/1/2021,Montana,4
7/1/2021,Nebraska,2
7/1/2021,North Carolina,87
7/1/2021,North Dakota,3
7/1/2021,New Hampshire,0
7/1/2021,New Jersey,32
7/1/2021,New Mexico,19
7/1/2021,Nevada,28
7/1/2021,New York,17
7/1/2021,Ohio,100
7/1/2021,Oklahoma,28
7/1/2021,Oregon,19
7/1/2021,Pennsylvania,75
7/1/2021,Rhode Island,2
7/1/2021,South Carolina,55
7/1/2021,South Dakota,1
7/1/2021,Tennessee,45
7/1/2021,Texas,169
7/1/2021,Utah,8
7/1/2021,Virginia,77
7/1/2021,Vermont,0
7/1/2021,Washington,40
7/1/2021,Wisconsin,37
7/1/2021,West Virginia,3
7/1/2021,Wyoming,3
8/1/2021,Alaska,0
8/1/2021,Alabama,34
8/1/2021,Arkansas,26
8/1/2021,Arizona,20
8/1/2021,California,30
8/1/2021,Colorado,33
8/1/2021,Connecticut,17
8/1/2021,District of Columbia,26
8/1/2021,Delaware,11
8/1/2021,Florida,21
8/1/2021,Georgia,70
8/1/2021,Hawaii,5
8/1/2021,Iowa,7
8/1/2021,Idaho,3
8/1/2021,Illinois,87
8/1/2021,Indiana,33
8/1/2021,Kansas,13
8/1/2021,Kentucky,37
8/1/2021,Louisiana,34
8/1/2021,Massachusetts,15
8/1/2021,Maryland,44
8/1/2021,Maine,0
8/1/2021,Michigan,70
8/1/2021,Minnesota,22
8/1/2021,Missouri,48
8/1/2021,Mississippi,10
8/1/2021,Montana,3
8/1/2021,Nebraska,3
8/1/2021,North Carolina,81
8/1/2021,North Dakota,3
8/1/2021,New Hampshire,4
8/1/2021,New Jersey,31
8/1/2021,New Mexico,16
8/1/2021,Nevada,27
8/1/2021,New York,17
8/1/2021,Ohio,71
8/1/2021,Oklahoma,29
8/1/2021,Oregon,17
8/1/2021,Pennsylvania,47
8/1/2021,Rhode Island,5
8/1/2021,South Carolina,45
8/1/2021,South Dakota,3
8/1/2021,Tennessee,48
8/1/2021,Texas,163
8/1/2021,Utah,8
8/1/2021,Virginia,46
8/1/2021,Vermont,1
8/1/2021,Washington,40
8/1/2021,Wisconsin,28
8/1/2021,West Virginia,15
8/1/2021,Wyoming,4
9/1/2021,Alaska,0
9/1/2021,Alabama,32
9/1/2021,Arkansas,20
9/1/2021,Arizona,21
9/1/2021,California,30
9/1/2021,Colorado,30
9/1/2021,Connecticut,12
9/1/2021,District of Columbia,22
9/1/2021,Delaware,5
9/1/2021,Florida,28
9/1/2021,Georgia,66
9/1/2021,Hawaii,1
9/1/2021,Iowa,3
9/1/2021,Idaho,7
9/1/2021,Illinois,103
9/1/2021,Indiana,29
9/1/2021,Kansas,13
9/1/2021,Kentucky,36
9/1/2021,Louisiana,41
9/1/2021,Massachusetts,7
9/1/2021,Maryland,49
9/1/2021,Maine,2
9/1/2021,Michigan,65
9/1/2021,Minnesota,26
9/1/2021,Missouri,59
9/1/2021,Mississippi,11
9/1/2021,Montana,2
9/1/2021,Nebraska,1
9/1/2021,North Carolina,78
9/1/2021,North Dakota,1
9/1/2021,New Hampshire,0
9/1/2021,New Jersey,18
9/1/2021,New Mexico,14
9/1/2021,Nevada,23
9/1/2021,New York,16
9/1/2021,Ohio,85
9/1/2021,Oklahoma,33
9/1/2021,Oregon,11
9/1/2021,Pennsylvania,73
9/1/2021,Rhode Island,3
9/1/2021,South Carolina,59
9/1/2021,South Dakota,1
9/1/2021,Tennessee,73
9/1/2021,Texas,198
9/1/2021,Utah,8
9/1/2021,Virginia,49
9/1/2021,Vermont,1
9/1/2021,Washington,29
9/1/2021,Wisconsin,37
9/1/2021,West Virginia,8
9/1/2021,Wyoming,1
10/1/2021,Alaska,3
10/1/2021,Alabama,35
10/1/2021,Arkansas,30
10/1/2021,Arizona,13
10/1/2021,California,34
10/1/2021,Colorado,35
10/1/2021,Connecticut,10
10/1/2021,District of Columbia,31
10/1/2021,Delaware,9
10/1/2021,Florida,37
10/1/2021,Georgia,80
10/1/2021,Hawaii,1
10/1/2021,Iowa,10
10/1/2021,Idaho,9
10/1/2021,Illinois,80
10/1/2021,Indiana,54
10/1/2021,Kansas,11
10/1/2021,Kentucky,34
10/1/2021,Louisiana,39
10/1/2021,Massachusetts,12
10/1/2021,Maryland,50
10/1/2021,Maine,2
10/1/2021,Michigan,61
10/1/2021,Minnesota,16
10/1/2021,Missouri,52
10/1/2021,Mississippi,11
10/1/2021,Montana,3
10/1/2021,Nebraska,5
10/1/2021,North Carolina,91
10/1/2021,North Dakota,0
10/1/2021,New Hampshire,2
10/1/2021,New Jersey,31
10/1/2021,New Mexico,20
10/1/2021,Nevada,22
10/1/2021,New York,19
10/1/2021,Ohio,67
10/1/2021,Oklahoma,28
10/1/2021,Oregon,13
10/1/2021,Pennsylvania,60
10/1/2021,Rhode Island,2
10/1/2021,South Carolina,47
10/1/2021,South Dakota,4
10/1/2021,Tennessee,74
10/1/2021,Texas,195
10/1/2021,Utah,6
10/1/2021,Virginia,48
10/1/2021,Vermont,2
10/1/2021,Washington,29
10/1/2021,Wisconsin,34
10/1/2021,West Virginia,15
10/1/2021,Wyoming,0
11/1/2021,Alaska,2
11/1/2021,Alabama,44
11/1/2021,Arkansas,30
11/1/2021,Arizona,16
11/1/2021,California,34
11/1/2021,Colorado,38
11/1/2021,Connecticut,9
11/1/2021,District of Columbia,18
11/1/2021,Delaware,7
11/1/2021,Florida,25
11/1/2021,Georgia,71
11/1/2021,Hawaii,1
11/1/2021,Iowa,6
11/1/2021,Idaho,2
11/1/2021,Illinois,66
11/1/2021,Indiana,45
11/1/2021,Kansas,11
11/1/2021,Kentucky,33
11/1/2021,Louisiana,31
11/1/2021,Massachusetts,12
11/1/2021,Maryland,47
11/1/2021,Maine,3
11/1/2021,Michigan,59
11/1/2021,Minnesota,11
11/1/2021,Missouri,35
11/1/2021,Mississippi,9
11/1/2021,Montana,6
11/1/2021,Nebraska,2
11/1/2021,North Carolina,76
11/1/2021,North Dakota,2
11/1/2021,New Hampshire,2
11/1/2021,New Jersey,29
11/1/2021,New Mexico,16
11/1/2021,Nevada,20
11/1/2021,New York,17
11/1/2021,Ohio,60
11/1/2021,Oklahoma,26
11/1/2021,Oregon,12
11/1/2021,Pennsylvania,78
11/1/2021,Rhode Island,1
11/1/2021,South Carolina,56
11/1/2021,South Dakota,6
11/1/2021,Tennessee,55
11/1/2021,Texas,161
11/1/2021,Utah,5
11/1/2021,Virginia,56
11/1/2021,Vermont,2
11/1/2021,Washington,26
11/1/2021,Wisconsin,27
11/1/2021,West Virginia,6
11/1/2021,Wyoming,0
12/1/2021,Alaska,2
12/1/2021,Alabama,43
12/1/2021,Arkansas,24
12/1/2021,Arizona,16
12/1/2021,California,40
12/1/2021,Colorado,32
12/1/2021,Connecticut,10
12/1/2021,District of Columbia,18
12/1/2021,Delaware,9
12/1/2021,Florida,24
12/1/2021,Georgia,52
12/1/2021,Hawaii,2
12/1/2021,Iowa,3
12/1/2021,Idaho,3
12/1/2021,Illinois,72
12/1/2021,Indiana,43
12/1/2021,Kansas,12
12/1/2021,Kentucky,23
12/1/2021,Louisiana,54
12/1/2021,Massachusetts,17
12/1/2021,Maryland,47
12/1/2021,Maine,1
12/1/2021,Michigan,57
12/1/2021,Minnesota,15
12/1/2021,Missouri,55
12/1/2021,Mississippi,20
12/1/2021,Montana,3
12/1/2021,Nebraska,2
12/1/2021,North Carolina,71
12/1/2021,North Dakota,0
12/1/2021,New Hampshire,0
12/1/2021,New Jersey,27
12/1/2021,New Mexico,20
12/1/2021,Nevada,16
12/1/2021,New York,11
12/1/2021,Ohio,57
12/1/2021,Oklahoma,18
12/1/2021,Oregon,20
12/1/2021,Pennsylvania,71
12/1/2021,Rhode Island,2
12/1/2021,South Carolina,45
12/1/2021,South Dakota,2
12/1/2021,Tennessee,59
12/1/2021,Texas,146
12/1/2021,Utah,5
12/1/2021,Virginia,57
12/1/2021,Vermont,0
12/1/2021,Washington,22
12/1/2021,Wisconsin,18
12/1/2021,West Virginia,5
12/1/2021,Wyoming,0
1/1/2022,Alaska,4
1/1/2022,Alabama,41
1/1/2022,Arkansas,20
1/1/2022,Arizona,31
1/1/2022,California,185
1/1/2022,Colorado,31
1/1/2022,Connecticut,11
1/1/2022,District of Columbia,15
1/1/2022,Delaware,3
1/1/2022,Florida,37
1/1/2022,Georgia,63
1/1/2022,Hawaii,2
1/1/2022,Iowa,5
1/1/2022,Idaho,6
1/1/2022,Illinois,71
1/1/2022,Indiana,24
1/1/2022,Kansas,14
1/1/2022,Kentucky,22
1/1/2022,Louisiana,34
1/1/2022,Massachusetts,9
1/1/2022,Maryland,69
1/1/2022,Maine,2
1/1/2022,Michigan,55
1/1/2022,Minnesota,13
1/1/2022,Missouri,54
1/1/2022,Mississippi,4
1/1/2022,Montana,12
1/1/2022,Nebraska,3
1/1/2022,North Carolina,67
1/1/2022,North Dakota,0
1/1/2022,New Hampshire,0
1/1/2022,New Jersey,21
1/1/2022,New Mexico,23
1/1/2022,Nevada,19
1/1/2022,New York,59
1/1/2022,Ohio,54
1/1/2022,Oklahoma,25
1/1/2022,Oregon,17
1/1/2022,Pennsylvania,62
1/1/2022,Rhode Island,4
1/1/2022,South Carolina,34
1/1/2022,South Dakota,6
1/1/2022,Tennessee,56
1/1/2022,Texas,198
1/1/2022,Utah,4
1/1/2022,Virginia,51
1/1/2022,Vermont,0
1/1/2022,Washington,27
1/1/2022,Wisconsin,30
1/1/2022,West Virginia,3
1/1/2022,Wyoming,1
2/1/2022,Alaska,6
2/1/2022,Alabama,39
2/1/2022,Arkansas,21
2/1/2022,Arizona,44
2/1/2022,California,181
2/1/2022,Colorado,19
2/1/2022,Connecticut,7
2/1/2022,District of Columbia,13
2/1/2022,Delaware,7
2/1/2022,Florida,31
2/1/2022,Georgia,60
2/1/2022,Hawaii,6
2/1/2022,Iowa,2
2/1/2022,Idaho,4
2/1/2022,Illinois,54
2/1/2022,Indiana,31
2/1/2022,Kansas,15
2/1/2022,Kentucky,20
2/1/2022,Louisiana,42
2/1/2022,Massachusetts,6
2/1/2022,Maryland,43
2/1/2022,Maine,3
2/1/2022,Michigan,51
2/1/2022,Minnesota,14
2/1/2022,Missouri,46
2/1/2022,Mississippi,7
2/1/2022,Montana,1
2/1/2022,Nebraska,1
2/1/2022,North Carolina,57
2/1/2022,North Dakota,2
2/1/2022,New Hampshire,0
2/1/2022,New Jersey,19
2/1/2022,New Mexico,21
2/1/2022,Nevada,13
2/1/2022,New York,61
2/1/2022,Ohio,42
2/1/2022,Oklahoma,19
2/1/2022,Oregon,20
2/1/2022,Pennsylvania,57
2/1/2022,Rhode Island,3
2/1/2022,South Carolina,30
2/1/2022,South Dakota,5
2/1/2022,Tennessee,44
2/1/2022,Texas,163
2/1/2022,Utah,5
2/1/2022,Virginia,43
2/1/2022,Vermont,2
2/1/2022,Washington,29
2/1/2022,Wisconsin,24
2/1/2022,West Virginia,4
2/1/2022,Wyoming,0
3/1/2022,Alaska,7
3/1/2022,Alabama,43
3/1/2022,Arkansas,27
3/1/2022,Arizona,41
3/1/2022,California,177
3/1/2022,Colorado,26
3/1/2022,Connecticut,14
3/1/2022,District of Columbia,16
3/1/2022,Delaware,4
3/1/2022,Florida,39
3/1/2022,Georgia,70
3/1/2022,Hawaii,2
3/1/2022,Iowa,6
3/1/2022,Idaho,4
3/1/2022,Illinois,55
3/1/2022,Indiana,23
3/1/2022,Kansas,9
3/1/2022,Kentucky,37
3/1/2022,Louisiana,38
3/1/2022,Massachusetts,10
3/1/2022,Maryland,53
3/1/2022,Maine,1
3/1/2022,Michigan,59
3/1/2022,Minnesota,14
3/1/2022,Missouri,47
3/1/2022,Mississippi,6
3/1/2022,Montana,1
3/1/2022,Nebraska,0
3/1/2022,North Carolina,72
3/1/2022,North Dakota,2
3/1/2022,New Hampshire,0
3/1/2022,New Jersey,27
3/1/2022,New Mexico,18
3/1/2022,Nevada,26
3/1/2022,New York,64
3/1/2022,Ohio,54
3/1/2022,Oklahoma,24
3/1/2022,Oregon,13
3/1/2022,Pennsylvania,94
3/1/2022,Rhode Island,1
3/1/2022,South Carolina,39
3/1/2022,South Dakota,3
3/1/2022,Tennessee,49
3/1/2022,Texas,162
3/1/2022,Utah,3
3/1/2022,Virginia,49
3/1/2022,Vermont,0
3/1/2022,Washington,33
3/1/2022,Wisconsin,27
3/1/2022,West Virginia,13
3/1/2022,Wyoming,0
4/1/2022,Alaska,9
4/1/2022,Alabama,38
4/1/2022,Arkansas,35
4/1/2022,Arizona,47
4/1/2022,California,192
4/1/2022,Colorado,32
4/1/2022,Connecticut,7
4/1/2022,District of Columbia,15
4/1/2022,Delaware,5
4/1/2022,Florida,45
4/1/2022,Georgia,79
4/1/2022,Hawaii,2
4/1/2022,Iowa,4
4/1/2022,Idaho,1
4/1/2022,Illinois,79
4/1/2022,Indiana,52
4/1/2022,Kansas,6
4/1/2022,Kentucky,22
4/1/2022,Louisiana,46
4/1/2022,Massachusetts,12
4/1/2022,Maryland,46
4/1/2022,Maine,3
4/1/2022,Michigan,44
4/1/2022,Minnesota,22
4/1/2022,Missouri,54
4/1/2022,Mississippi,15
4/1/2022,Montana,3
4/1/2022,Nebraska,1
4/1/2022,North Carolina,69
4/1/2022,North Dakota,1
4/1/2022,New Hampshire,4
4/1/2022,New Jersey,14
4/1/2022,New Mexico,13
4/1/2022,Nevada,18
4/1/2022,New York,58
4/1/2022,Ohio,51
4/1/2022,Oklahoma,26
4/1/2022,Oregon,19
4/1/2022,Pennsylvania,71
4/1/2022,Rhode Island,2
4/1/2022,South Carolina,50
4/1/2022,South Dakota,0
4/1/2022,Tennessee,60
4/1/2022,Texas,165
4/1/2022,Utah,9
4/1/2022,Virginia,52
4/1/2022,Vermont,1
4/1/2022,Washington,29
4/1/2022,Wisconsin,21
4/1/2022,West Virginia,6
4/1/2022,Wyoming,1
5/1/2022,Alaska,2
5/1/2022,Alabama,36
5/1/2022,Arkansas,35
5/1/2022,Arizona,35
5/1/2022,California,173
5/1/2022,Colorado,30
5/1/2022,Connecticut,16
5/1/2022,District of Columbia,24
5/1/2022,Delaware,2
5/1/2022,Florida,41
5/1/2022,Georgia,83
5/1/2022,Hawaii,2
5/1/2022,Iowa,4
5/1/2022,Idaho,7
5/1/2022,Illinois,80
5/1/2022,Indiana,31
5/1/2022,Kansas,14
5/1/2022,Kentucky,36
5/1/2022,Louisiana,41
5/1/2022,Massachusetts,16
5/1/2022,Maryland,45
5/1/2022,Maine,3
5/1/2022,Michigan,64
5/1/2022,Minnesota,18
5/1/2022,Missouri,63
5/1/2022,Mississippi,17
5/1/2022,Montana,8
5/1/2022,Nebraska,6
5/1/2022,North Carolina,73
5/1/2022,North Dakota,3
5/1/2022,New Hampshire,2
5/1/2022,New Jersey,22
5/1/2022,New Mexico,22
5/1/2022,Nevada,11
5/1/2022,New York,86
5/1/2022,Ohio,92
5/1/2022,Oklahoma,21
5/1/2022,Oregon,20
5/1/2022,Pennsylvania,94
5/1/2022,Rhode Island,0
5/1/2022,South Carolina,55
5/1/2022,South Dakota,2
5/1/2022,Tennessee,57
5/1/2022,Texas,210
5/1/2022,Utah,14
5/1/2022,Virginia,60
5/1/2022,Vermont,1
5/1/2022,Washington,32
5/1/2022,Wisconsin,28
5/1/2022,West Virginia,12
5/1/2022,Wyoming,4
6/1/2022,Alaska,8
6/1/2022,Alabama,45
6/1/2022,Arkansas,23
6/1/2022,Arizona,36
6/1/2022,California,183
6/1/2022,Colorado,29
6/1/2022,Connecticut,9
6/1/2022,District of Columbia,19
6/1/2022,Delaware,2
6/1/2022,Florida,28
6/1/2022,Georgia,75
6/1/2022,Hawaii,1
6/1/2022,Iowa,6
6/1/2022,Idaho,6
6/1/2022,Illinois,81
6/1/2022,Indiana,46
6/1/2022,Kansas,11
6/1/2022,Kentucky,29
6/1/2022,Louisiana,29
6/1/2022,Massachusetts,9
6/1/2022,Maryland,58
6/1/2022,Maine,3
6/1/2022,Michigan,66
6/1/2022,Minnesota,15
6/1/2022,Missouri,47
6/1/2022,Mississippi,10
6/1/2022,Montana,0
6/1/2022,Nebraska,2
6/1/2022,North Carolina,87
6/1/2022,North Dakota,1
6/1/2022,New Hampshire,4
6/1/2022,New Jersey,19
6/1/2022,New Mexico,20
6/1/2022,Nevada,16
6/1/2022,New York,68
6/1/2022,Ohio,61
6/1/2022,Oklahoma,19
6/1/2022,Oregon,10
6/1/2022,Pennsylvania,87
6/1/2022,Rhode Island,1
6/1/2022,South Carolina,47
6/1/2022,South Dakota,3
6/1/2022,Tennessee,57
6/1/2022,Texas,249
6/1/2022,Utah,5
6/1/2022,Virginia,69
6/1/2022,Vermont,2
6/1/2022,Washington,37
6/1/2022,Wisconsin,27
6/1/2022,West Virginia,2
6/1/2022,Wyoming,3
7/1/2022,Alaska,6
7/1/2022,Alabama,55
7/1/2022,Arkansas,29
7/1/2022,Arizona,41
7/1/2022,California,221
7/1/2022,Colorado,41
7/1/2022,Connecticut,14
7/1/2022,District of Columbia,22
7/1/2022,Delaware,4
7/1/2022,Florida,35
7/1/2022,Georgia,68
7/1/2022,Hawaii,4
7/1/2022,Iowa,9
7/1/2022,Idaho,2
7/1/2022,Illinois,93
7/1/2022,Indiana,56
7/1/2022,Kansas,11
7/1/2022,Kentucky,30
7/1/2022,Louisiana,38
7/1/2022,Massachusetts,19
7/1/2022,Maryland,48
7/1/2022,Maine,5
7/1/2022,Michigan,75
7/1/2022,Minnesota,19
7/1/2022,Missouri,54
7/1/2022,Mississippi,11
7/1/2022,Montana,6
7/1/2022,Nebraska,1
7/1/2022,North Carolina,76
7/1/2022,North Dakota,1
7/1/2022,New Hampshire,4
7/1/2022,New Jersey,34
7/1/2022,New Mexico,22
7/1/2022,Nevada,18
7/1/2022,New York,91
7/1/2022,Ohio,84
7/1/2022,Oklahoma,31
7/1/2022,Oregon,18
7/1/2022,Pennsylvania,88
7/1/2022,Rhode Island,1
7/1/2022,South Carolina,98
7/1/2022,South Dakota,7
7/1/2022,Tennessee,53
7/1/2022,Texas,181
7/1/2022,Utah,7
7/1/2022,Virginia,54
7/1/2022,Vermont,3
7/1/2022,Washington,43
7/1/2022,Wisconsin,36
7/1/2022,West Virginia,11
7/1/2022,Wyoming,0
8/1/2022,Alaska,7
8/1/2022,Alabama,37
8/1/2022,Arkansas,27
8/1/2022,Arizona,31
8/1/2022,California,219
8/1/2022,Colorado,30
8/1/2022,Connecticut,14
8/1/2022,District of Columbia,15
8/1/2022,Delaware,5
8/1/2022,Florida,38
8/1/2022,Georgia,71
8/1/2022,Hawaii,3
8/1/2022,Iowa,11
8/1/2022,Idaho,5
8/1/2022,Illinois,91
8/1/2022,Indiana,42
8/1/2022,Kansas,11
8/1/2022,Kentucky,30
8/1/2022,Louisiana,27
8/1/2022,Massachusetts,14
8/1/2022,Maryland,61
8/1/2022,Maine,1
8/1/2022,Michigan,65
8/1/2022,Minnesota,15
8/1/2022,Missouri,71
8/1/2022,Mississippi,10
8/1/2022,Montana,4
8/1/2022,Nebraska,8
8/1/2022,North Carolina,79
8/1/2022,North Dakota,5
8/1/2022,New Hampshire,5
8/1/2022,New Jersey,32
8/1/2022,New Mexico,21
8/1/2022,Nevada,23
8/1/2022,New York,65
8/1/2022,Ohio,59
8/1/2022,Oklahoma,28
8/1/2022,Oregon,20
8/1/2022,Pennsylvania,84
8/1/2022,Rhode Island,0
8/1/2022,South Carolina,42
8/1/2022,South Dakota,7
8/1/2022,Tennessee,60
8/1/2022,Texas,162
8/1/2022,Utah,5
8/1/2022,Virginia,48
8/1/2022,Vermont,3
8/1/2022,Washington,45
8/1/2022,Wisconsin,29
8/1/2022,West Virginia,10
8/1/2022,Wyoming,5
9/1/2022,Alaska,9
9/1/2022,Alabama,52
9/1/2022,Arkansas,20
9/1/2022,Arizona,38
9/1/2022,California,202
9/1/2022,Colorado,20
